Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,91958000,93616000,58173000,65686000
Depreciation & amortization,190403000,158038000,186960000,154542000
Change in working capital,44044000,-63000,-5421000,42144000
Inventory,8025000,6257000,-8302000,-4497000
Other working capital,120179000,62023000,29369000,80472000
Other non-cash items,-23139000,-8295000,12036000,-71000
Net cash provided by operating activites,296200000,242009000,232282000,238552000
Investments in property plant and equipment,-176021000,-179986000,-202913000,-158080000
Acquisitions net,-67045000,-9257000,-8375000,-355361000
Purchases of investments,-19935000,-20122000,-,-
Sales/Maturities of investments,25342000,23130000,2240000,72036000
Other investing activites,4509000,-644000,857000,13051000
Net cash used for investing activites,-233150000,-186879000,-208030000,-428354000
Net change in cash,51765000,60581000,-68788000,26485000
Cash at beginning of period,196176000,190070000,260038000,233553000
Cash at end of period,247942000,251309000,190070000,260038000
Operating Cash Flow,296200000,242009000,232282000,238552000
Capital Expenditure,-176021000,-179986000,-202913000,-158080000
Free Cash Flow,120179000,62023000,29369000,80472000
