Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,6/30/2016
Investments in property plant and equipment,-110.73,-110.73,-134.94,-230.603,-358.165
Acquisitions net,-,-,-,28.035,-
Purchases of investments,-,-,-,-104.579,-251.064
Sales/Maturities of investments,52.516,52.516,218.483,-,-
Other investing activites,73.226,73.226,-287.677,-257.166,-
Net cash used for investing activites,15.012,15.012,-204.134,-564.313,-609.196
Debt repayment,-78.274,-78.274,-,-120.362,-84.34
Common stock issued,-,-,2572,508.017,769.05
Other financing activites,-,-,-,-,5.413
Net cash used privided by (used for) financing activities,-78.274,-78.274,2631,387.655,690.123
Net change in cash,-262.774,-262.774,226.551,64.264,475.671
Cash at beginning of period,357.705,357.705,120.982,58.105,63.604
Cash at end of period,101.4,101.4,357.705,120.982,348.434
Capital Expenditure,-110.73,-110.73,-134.94,-230.603,-358.165
Free Cash Flow,-310.242,-310.242,-2335,10.319,36.579
