Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4326000,3325000,3562000,4049000
Depreciation & amortization,-,1350000,1341000,1510000
Change in working capital,-,-2166000,902000,-2159000
Inventory,-,-3088000,-817000,-1105000
Other working capital,-,1448000,4337000,1261000
Other non-cash items,-,95000,11000,145000
Net cash provided by operating activites,-,2921000,5810000,3583000
Investments in property plant and equipment,-,-1473000,-1473000,-2322000
Acquisitions net,-,-937000,-,-38000
Purchases of investments,-,-565000,-344000,-7000
Sales/Maturities of investments,-,10000,171000,334000
Other investing activites,-,-85000,-,-52000
Net cash used for investing activites,-,-2966000,-1559000,-2003000
Net change in cash,-,-1771000,3166000,1087000
Cash at beginning of period,-,9023000,5856000,4769000
Cash at end of period,-,7252000,9023000,5856000
Operating Cash Flow,-,2921000,5810000,3583000
Capital Expenditure,-,-1473000,-1473000,-2322000
Free Cash Flow,-,1448000,4337000,1261000
