Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,214326,148013,137424,104135
Depreciation & amortization,-,18179,20295,23995
Change in working capital,-,180788,179082,-195563
Inventory,-,16023,42426,24
Other working capital,-,299918,359171,-48731
Other non-cash items,-,3148,7256,11098
Net cash provided by operating activites,-,317640,370345,-18981
Investments in property plant and equipment,-,-17722,-11174,-29750
Acquisitions net,-,-,-6000,-
Purchases of investments,-,-30000,-,-4500
Other investing activites,-,-,-442,-
Net cash used for investing activites,-,-47722,-17616,-34250
Net change in cash,-,161765,-49043,-281641
Cash at beginning of period,-,1568252,1504474,1786116
Cash at end of period,-,1730018,1568252,1504474
Operating Cash Flow,-,317640,370345,-18981
Capital Expenditure,-,-17722,-11174,-29750
Free Cash Flow,-,299918,359171,-48731
