Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2404000,3880000,4928000,6475000
Depreciation & amortization,-,1863000,1956000,1696000
Change in working capital,-,208000,-1961000,-651000
Inventory,-,-221000,97000,-18000
Other working capital,-,3940000,2854000,5883000
Other non-cash items,-,-26000,643000,436000
Net cash provided by operating activites,-,4868000,3936000,7037000
Investments in property plant and equipment,-,-928000,-1082000,-1154000
Purchases of investments,-,-2619000,-2848000,-2247000
Sales/Maturities of investments,-,2486000,3885000,2847000
Other investing activites,-,-1956000,-2010000,9273000
Net cash used for investing activites,-,-2576000,4376000,8736000
Net change in cash,-,-1640000,727000,8919000
Cash at beginning of period,-,30817000,30090000,21170000
Cash at end of period,-,29258000,30817000,30090000
Operating Cash Flow,-,4868000,3936000,7037000
Capital Expenditure,-,-928000,-1082000,-1154000
Free Cash Flow,-,3940000,2854000,5883000
