Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4902000,3072000,1750000,-7438000
Depreciation & amortization,-,1786000,1771000,2010000
Change in working capital,-,-3181000,5231000,1899000
Inventory,-,416000,229000,307000
Other working capital,-,-4904000,8726000,-10527000
Other non-cash items,-,-4250000,1098000,1360000
Net cash provided by operating activites,-,-2347000,9928000,-8769000
Investments in property plant and equipment,-,-2557000,-1202000,-1758000
Purchases of investments,-,-126000,-33000,-23000
Sales/Maturities of investments,-,830000,22000,0
Other investing activites,-,8000,-1000,26000
Net cash used for investing activites,-,-1496000,-714000,-1263000
Net change in cash,-,-4852000,8464000,-11709000
Cash at beginning of period,-,36652000,28187000,39896000
Cash at end of period,-,31799000,36652000,28187000
Operating Cash Flow,-,-2347000,9928000,-8769000
Capital Expenditure,-,-2557000,-1202000,-1758000
Free Cash Flow,-,-4904000,8726000,-10527000
