Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,31253,-29507,326290,232169
Depreciation & amortization,-,202116,204181,223056
Change in working capital,-,-176459,-37295,62597
Inventory,-,-67356,65257,-46357
Other working capital,-,-426218,394507,738977
Other non-cash items,-,-371,272,-2031
Net cash provided by operating activites,-,-142919,655112,951245
Investments in property plant and equipment,-,-283299,-260605,-212268
Acquisitions net,-,-123244,-71907,-32000
Purchases of investments,-,-70203,0,-17255
Sales/Maturities of investments,-,-,0,15000
Other investing activites,-,-154918,-16256,-1
Net cash used for investing activites,-,-622659,-328847,-256124
Net change in cash,-,-813407,305980,674720
Cash at beginning of period,-,2554549,2248568,1573848
Cash at end of period,-,1741142,2554549,2248568
Operating Cash Flow,-,-142919,655112,951245
Capital Expenditure,-,-283299,-260605,-212268
Free Cash Flow,-,-426218,394507,738977
