Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-,-4.898,-1.783,-6.164
Other investing activites,-,1408,-,-,-
Net cash used for investing activites,-2.257,1409,-4.898,-1.783,-6.164
Common stock issued,-,-,106.615,-,181.441
Common stock repurchased,-,-,-5.711,-,-346.684
Dividends Paid,-,-0.225,-49.57,-,-
Net cash used privided by (used for) financing activities,-,-0.225,51.334,-,-165.243
Net change in cash,-755.138,691.856,-76.593,44.437,-78.766
Cash at beginning of period,1117,158.883,235.476,191.039,269.805
Cash at end of period,361.926,850.739,158.883,235.476,191.039
Capital Expenditure,-,-,-4.898,-1.783,-6.164
Free Cash Flow,-750.612,-716.618,-127.927,44.437,86.477
