Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4739000,6631000,8378000,10118000
Depreciation & amortization,-,4235000,3952000,3588000
Change in working capital,-,6354000,1137000,-1248000
Inventory,-,-622000,-371000,155000
Other working capital,-,9191000,6781000,7698000
Other non-cash items,-,-2425000,44000,1865000
Net cash provided by operating activites,-,14442000,12501000,14389000
Investments in property plant and equipment,-,-5251000,-5720000,-6691000
Acquisitions net,-,-260000,-,-
Purchases of investments,-,-4436000,-1785000,-4927000
Sales/Maturities of investments,-,865000,2872000,2800000
Other investing activites,-,-4881000,-2736000,1498000
Net cash used for investing activites,-,-13876000,-7072000,-7206000
Net change in cash,-,-1193000,-2538000,7145000
Cash at beginning of period,-,38316000,40855000,33709000
Cash at end of period,-,37123000,38316000,40855000
Operating Cash Flow,-,14442000,12501000,14389000
Capital Expenditure,-,-5251000,-5720000,-6691000
Free Cash Flow,-,9191000,6781000,7698000
