Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,10304139000,10366547000,10225781000
Liabilities,,,
Total Liabilities,9643182000,9706096000,9608729000
Stockholders' Equity,,,
Common Stock,50000000,50000000,50000000
Retained Earnings,488620000,470696000,442258000
Total stockholders' equity,654693000,654470000,611654000
Total liabilities and stockholders' equity,10304139000,10366547000,10225781000
