Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,39830000,39830000,39000000,35100000,33008000
Depreciation & amortization,38129000,38129000,19739000,17105000,16014000
Change in working capital,-5577000,-5577000,-1611000,-296000,-8850000
Inventory,-1252000,-1252000,-2433000,-1825000,-581000
Other working capital,32977000,32977000,18188000,29681000,15792000
Other non-cash items,10319000,10319000,4861000,279000,7356000
Net cash provided by operating activites,69270000,69270000,55734000,53596000,40338000
Investments in property plant and equipment,-36293000,-36293000,-37546000,-23915000,-24546000
Acquisitions net,-4866000,-4866000,-16769000,-41522000,-2399000
Purchases of investments,-72000,-72000,-8743000,-2127000,-899000
Sales/Maturities of investments,633000,633000,395000,297000,4553000
Other investing activites,-,-,-,-,0
Net cash used for investing activites,-37419000,-37419000,-59079000,-48683000,-18027000
Net change in cash,-1869000,-1869000,-21474000,4200000,35099000
Cash at beginning of period,138996000,138996000,160470000,156270000,121171000
Cash at end of period,137127000,137127000,138996000,160470000,156270000
Operating Cash Flow,69270000,69270000,55734000,53596000,40338000
Capital Expenditure,-36293000,-36293000,-37546000,-23915000,-24546000
Free Cash Flow,32977000,32977000,18188000,29681000,15792000
