Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,720398000,688762000,663501000,646692000
Liabilities,,,,
Total Liabilities,669737000,638410000,611694000,598034000
Stockholders' Equity,,,,
Common Stock,1598000,7111000,1648000,1642000
Retained Earnings,26072000,26129000,26641000,25753000
Total stockholders' equity,50348000,50079000,51466000,48337000
Total liabilities and stockholders' equity,720398000,688762000,663501000,646692000
