Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,56520,56520,52284,48624,45484
Operating Income or Loss,-,-,-,-,9389
Interest Expense,7113,7113,4214,2491,2245
Income Before Tax,18995,18995,5960,5741,9389
Income Tax Expense,2880,2880,-165,3565,1302
Income from Continuing Operations,16115,16115,6125,2176,8087
Net Income,16115,16115,6125,2176,8087
Net Income available to common shareholders,16115,16115,6125,2176,8087
Basic EPS,-,-,1.40,0.50,1.88
Diluted EPS,-,-,1.39,0.50,1.88
Basic Average Shares,-,-,4382,4337,4297
Diluted Average Shares,-,-,4404,4359,4302
