Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1019339000,1012550000,1009490000
Liabilities,,,
Total Liabilities,970153000,962591000,959611000
Stockholders' Equity,,,
Common Stock,9061000,0,9061000
Retained Earnings,30216000,29770000,29231000
Total stockholders' equity,49096000,49872000,49797000
Total liabilities and stockholders' equity,1019339000,1012550000,1009490000
