Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,355179,316719,293533,287650
Liabilities,,,,
Total Liabilities,50902,31088,29389,28127
Stockholders' Equity,,,,
Common Stock,739,739,739,739
Total stockholders' equity,304277,285631,264144,259523
Total liabilities and stockholders' equity,355179,316719,293533,287650
