Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,937563,968329,937098,940306
Depreciation & amortization,-,384558,363065,336238
Change in working capital,-,-407670,-671065,170387
Inventory,-,-276592,-544630,272888
Other working capital,-,-856000,-628283,72306
Other non-cash items,-,269095,294263,22965
Net cash provided by operating activites,-,1132104,626442,1478192
Investments in property plant and equipment,-,-1988104,-1254725,-1405886
Acquisitions net,-,-,-128672,-
Purchases of investments,-,-,-,-42251
Sales/Maturities of investments,-,-,-,50000
Other investing activites,-,14186,-3614,-3807
Net cash used for investing activites,-,-1972158,-1348686,-1400239
Net change in cash,-,-356805,414214,-990546
Cash at beginning of period,-,3024570,2610355,3600902
Cash at end of period,-,2667764,3024570,2610355
Operating Cash Flow,-,1132104,626442,1478192
Capital Expenditure,-,-1988104,-1254725,-1405886
Free Cash Flow,-,-856000,-628283,72306
