Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,2487,4398,5245,7385
Liabilities,,,,
Total Liabilities,184.214,159.539,148.1,234.577
Stockholders' Equity,,,,
Common Stock,13637,12999,12999,12949
Retained Earnings,-11333,-9376,-8770,-6110
Accumulated other comprehensive income,-,615.441,867.321,310.612
Total stockholders' equity,2303,4239,5097,7150
Total liabilities and stockholders' equity,2487,4398,5245,7385
