Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3393000,4087000,3833000,2348000
Depreciation & amortization,-,2165000,1618000,1531000
Change in working capital,-,-937000,-1862000,-817000
Inventory,-,-260000,-436000,-138000
Other working capital,-,2785000,1979000,2386000
Other non-cash items,-,291000,99000,178000
Net cash provided by operating activites,-,5362000,3899000,3674000
Investments in property plant and equipment,-,-2577000,-1920000,-1288000
Acquisitions net,-,-,-,-677000
Purchases of investments,-,-184000,0,-327000
Sales/Maturities of investments,-,976000,283000,147000
Other investing activites,-,-185000,-231000,-120000
Net cash used for investing activites,-,-1960000,-1190000,-2120000
Net change in cash,-,598000,257000,141000
Cash at beginning of period,-,6439000,6181000,6039000
Cash at end of period,-,7037000,6439000,6181000
Operating Cash Flow,-,5362000,3899000,3674000
Capital Expenditure,-,-2577000,-1920000,-1288000
Free Cash Flow,-,2785000,1979000,2386000
