Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-228784,-892086,1881022,2249476
Depreciation & amortization,-,549438,471006,427849
Change in working capital,-,2486906,-644712,-434665
Inventory,-,169914,-239231,61549
Other working capital,-,835897,1039819,1687384
Other non-cash items,-,426070,217579,-22525
Net cash provided by operating activites,-,1572733,1857837,2155700
Investments in property plant and equipment,-,-736836,-818018,-468316
Purchases of investments,-,-6406,-8380,-9560
Sales/Maturities of investments,-,137319,-,-
Other investing activites,-,-49603,-44910,-1324
Net cash used for investing activites,-,-655526,-871308,-479200
Net change in cash,-,375759,520341,681945
Cash at beginning of period,-,5017672,4497331,3815386
Cash at end of period,-,5393432,5017672,4497331
Operating Cash Flow,-,1572733,1857837,2155700
Capital Expenditure,-,-736836,-818018,-468316
Free Cash Flow,-,835897,1039819,1687384
