Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,137554,249489,-408424,-502840
Depreciation & amortization,-,149957,223680,389329
Change in working capital,-,-21714,121112,-2507
Inventory,-,-4109,11271,12417
Other working capital,-,266261,280305,249373
Other non-cash items,-,-29012,-29881,-12683
Net cash provided by operating activites,-,379261,366193,358450
Investments in property plant and equipment,-,-113000,-85888,-109077
Purchases of investments,-,-228040,-,-10300
Sales/Maturities of investments,-,750200,-,11639
Other investing activites,-,18235,150148,24526
Net cash used for investing activites,-,428470,69975,-65076
Net change in cash,-,212196,131180,-39882
Cash at beginning of period,-,465318,334138,374020
Cash at end of period,-,677515,465318,334138
Operating Cash Flow,-,379261,366193,358450
Capital Expenditure,-,-113000,-85888,-109077
Free Cash Flow,-,266261,280305,249373
