Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,157560000,157560000,92488000,72713000,53592000
Depreciation & amortization,-,-,-,16334000,16369000
Change in working capital,6205000,6205000,4486000,14465000,-36159000
Other working capital,145464000,145464000,41403000,63097000,2365000
Other non-cash items,249500000,249500000,151857000,124776000,102797000
Net cash provided by operating activites,206641000,206641000,119074000,107623000,38787000
Investments in property plant and equipment,-61177000,-61177000,-77671000,-44526000,-36422000
Purchases of investments,-257781000,-257781000,-264212000,-208480000,-208686000
Sales/Maturities of investments,236901000,236901000,267574000,215510000,234697000
Other investing activites,-,-,-,-9000,3000
Net cash used for investing activites,-81741000,-81741000,-74060000,-36718000,-10107000
Net change in cash,57081000,57081000,7785000,43706000,-6338000
Cash at beginning of period,146860000,146860000,139074000,95368000,101707000
Cash at end of period,203941000,203941000,146860000,139074000,95368000
Operating Cash Flow,206641000,206641000,119074000,107623000,38787000
Capital Expenditure,-61177000,-61177000,-77671000,-44526000,-36422000
Free Cash Flow,145464000,145464000,41403000,63097000,2365000
