Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,-368000,-6000,299000,1050000,1005000
Depreciation & amortization,1629000,1629000,1484000,1460000,1319000
Change in working capital,43000,43000,406000,-214000,-177000
Inventory,252000,252000,219000,62000,-185000
Other working capital,229000,229000,629000,922000,367000
Other non-cash items,758000,758000,-70000,263000,91000
Net cash provided by operating activites,1880000,1880000,2291000,2113000,2139000
Investments in property plant and equipment,-1651000,-1651000,-1662000,-1191000,-1772000
Purchases of investments,-5000,-5000,-5000,-5000,-5000
Sales/Maturities of investments,-,-,189000,0,161000
Other investing activites,31000,31000,-25000,-29000,-75000
Net cash used for investing activites,-1404000,-1404000,-1340000,-1224000,-596000
Net change in cash,-417000,-417000,105000,-594000,-244000
Cash at beginning of period,1081000,1081000,975000,1570000,1814000
Cash at end of period,663000,663000,1081000,975000,1570000
Operating Cash Flow,1880000,1880000,2291000,2113000,2139000
Capital Expenditure,-1651000,-1651000,-1662000,-1191000,-1772000
Free Cash Flow,229000,229000,629000,922000,367000
