Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-270.811,-1000,-528.413,-260.18,-103.636
Net cash used for investing activites,-268.811,-998.281,-525.353,-260.18,-103.636
Common stock issued,-,-,2000,1256,744.635
Common stock repurchased,-,-,-151.596,-110.327,-108.745
Net cash used privided by (used for) financing activities,-,-,1848,1146,635.89
Net change in cash,-726.372,-1423,1150,470.481,174.809
Cash at beginning of period,1375,2280,1131,660.178,485.369
Cash at end of period,649.007,857.785,2280,1131,660.178
Capital Expenditure,-270.811,-1000,-528.413,-260.18,-103.636
Free Cash Flow,-728.372,-1425,-701.727,-675.646,-461.081
