Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-30.767,-192.379,-67.38,-,-
Acquisitions net,-,-215.06,-,-,-
Other investing activites,-,-,-633.093,462.96,-
Net cash used for investing activites,-1932,-407.439,-700.473,462.96,-
Common stock issued,-,-,3566,-,-
Common stock repurchased,-,-,-520.48,-,-
Dividends Paid,-468.064,-984.513,-,-,-
Other financing activites,-,-,-,19.404,-
Net cash used privided by (used for) financing activities,-720.424,-984.513,3045,118.404,-
Net change in cash,-446.252,-951.586,3907,-19.768,-35.913
Cash at beginning of period,3476,4334,349.48,31.042,66.403
Cash at end of period,3030,3433,4334,11.198,31.042
Capital Expenditure,-30.767,-192.379,-67.38,-,-
Free Cash Flow,2175,247.987,1495,-601.132,-35.913
