Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,8253750000,8467295000,8284008000
Liabilities,,,
Total Liabilities,7715933000,7928761000,7769035000
Stockholders' Equity,,,
Common Stock,15149000,15149000,15149000
Retained Earnings,445459000,433053000,422805000
Total stockholders' equity,537817000,538534000,514973000
Total liabilities and stockholders' equity,8253750000,8467295000,8284008000
