Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,18943000,19221000,17577000,16546000
Depreciation & amortization,-,20772000,19864000,19706000
Change in working capital,-,1051000,-12968000,-7446000
Inventory,-,-2040000,-1431000,-3887000
Other working capital,-,14697000,3768000,8827000
Other non-cash items,-,-1013000,2489000,4562000
Net cash provided by operating activites,-,39117000,28510000,37240000
Investments in property plant and equipment,-,-24420000,-24742000,-28413000
Acquisitions net,-,-,-,-78000
Purchases of investments,-,-548000,-2742000,-2577000
Sales/Maturities of investments,-,183000,209000,125000
Other investing activites,-,-133000,-283000,-523000
Net cash used for investing activites,-,-23693000,-26427000,-30395000
Net change in cash,-,1306000,-3890000,-1850000
Cash at beginning of period,-,17769000,21200000,22833000
Cash at end of period,-,19510000,17769000,21200000
Operating Cash Flow,-,39117000,28510000,37240000
Capital Expenditure,-,-24420000,-24742000,-28413000
Free Cash Flow,-,14697000,3768000,8827000
