Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,28366000,18463000,25821000,20039000
Depreciation & amortization,-,6801000,5859000,6270000
Change in working capital,-,-6004000,-12667000,6794000
Inventory,-,-6860000,-11092000,4257000
Other working capital,-,2495000,23402000,18901000
Other non-cash items,-,1172000,958000,-2163000
Net cash provided by operating activites,-,12135000,30638000,25537000
Investments in property plant and equipment,-,-9640000,-7236000,-6636000
Acquisitions net,-,-674000,-210000,-100000
Purchases of investments,-,-5764000,-4539000,-4461000
Sales/Maturities of investments,-,3976000,4799000,4113000
Other investing activites,-,-796000,-1019000,-155000
Net cash used for investing activites,-,-12875000,-8191000,-7164000
Net change in cash,-,-7173000,6960000,12030000
Cash at beginning of period,-,134355000,127395000,115375000
Cash at end of period,-,127181000,134355000,127395000
Operating Cash Flow,-,12135000,30638000,25537000
Capital Expenditure,-,-9640000,-7236000,-6636000
Free Cash Flow,-,2495000,23402000,18901000
