Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9890000,13480000,-960000,14976000
Depreciation & amortization,-,28670000,32638000,26658000
Change in working capital,-,-18923000,21642000,-7814000
Inventory,-,3445000,8075000,2262000
Other working capital,-,-29755000,42676000,3602000
Other non-cash items,-,-747000,5398000,-1918000
Net cash provided by operating activites,-,28286000,72972000,35373000
Investments in property plant and equipment,-,-58041000,-30296000,-31771000
Acquisitions net,-,-,-,-9732000
Purchases of investments,-,-4450000,-3735000,-2109000
Sales/Maturities of investments,-,475000,4606000,315000
Other investing activites,-,4283000,1328000,-343000
Net cash used for investing activites,-,-22450000,-26981000,-40913000
Net change in cash,-,-3822000,-6329000,-4214000
Cash at beginning of period,-,53969000,60024000,64238000
Cash at end of period,-,50147000,53969000,60024000
Operating Cash Flow,-,28286000,72972000,35373000
Capital Expenditure,-,-58041000,-30296000,-31771000
Free Cash Flow,-,-29755000,42676000,3602000
