Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,2401627000,2420184000,2376801000
Liabilities,,,
Total Liabilities,2291167000,2310735000,2271124000
Stockholders' Equity,,,
Common Stock,48868000,0,48868000
Retained Earnings,28862000,28211000,25624000
Total stockholders' equity,110460000,109447000,105677000
Total liabilities and stockholders' equity,2401627000,2420184000,2376801000
