Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-4000,2354000,2601000,118000
Depreciation & amortization,-,3385000,4109000,3623000
Stock based compensation,-,193000,269000,298000
Change in working capital,-,-1588000,8279000,-2150000
Inventory,-,-431000,-187000,3076000
Other working capital,-,7161000,1519000,-2532000
Other non-cash items,-,3660000,-1053000,2276000
Net cash provided by operating activites,-,11003000,13429000,8219000
Investments in property plant and equipment,-,-3842000,-11910000,-10751000
Acquisitions net,-,-422000,-443000,-
Purchases of investments,-,-2445000,-519000,-888000
Sales/Maturities of investments,-,305000,-,1000000
Other investing activites,-,99000,853000,-306000
Net cash used for investing activites,-,-6381000,-12919000,-11845000
Net change in cash,-,-5351000,3885000,3191000
Cash at beginning of period,-,28184000,24298000,21107000
Cash at end of period,-,22832000,28184000,24298000
Operating Cash Flow,-,11003000,13429000,8219000
Capital Expenditure,-,-3842000,-11910000,-10751000
Free Cash Flow,-,7161000,1519000,-2532000
