Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,169131000,79422000,74372000,114665000
Depreciation & amortization,-,256465000,267828000,255692000
Change in working capital,-,-67613000,-41756000,-46963000
Inventory,-,-16002000,-6055000,5664000
Other working capital,-,296406000,424159000,335063000
Other non-cash items,-,40340000,89892000,70761000
Net cash provided by operating activites,-,296406000,424159000,335063000
Acquisitions net,-,-2653000,-,-
Other investing activites,-,-336158000,-307995000,-306497000
Net cash used for investing activites,-,-368361000,-344467000,-360232000
Net change in cash,-,265171000,-9065000,-4084000
Cash at beginning of period,-,284888000,293953000,324390000
Cash at end of period,-,550060000,284888000,293953000
Operating Cash Flow,-,296406000,424159000,335063000
Free Cash Flow,-,296406000,424159000,335063000
