Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017,10/31/2016
Net Income,13299596,13299596,10024235,5006558,4287586
Depreciation & amortization,4561094,4561094,2876092,1381039,1209630
Change in working capital,2200269,2200269,19260687,236968,686784
Other working capital,-73277197,-73277197,3446312,-14787888,-20621749
Other non-cash items,1484434,1484434,1014177,610491,565784
Net cash provided by operating activites,19965542,19965542,29821340,6658774,6195532
Investments in property plant and equipment,-93242739,-93242739,-26375028,-21446662,-26817281
Purchases of investments,-538016,-538016,-683967,-,-
Sales/Maturities of investments,3197649,3197649,495998,237197,1242728
Other investing activites,-,-,-,2,-
Net cash used for investing activites,-90583106,-90583106,-27100856,-21209643,-25584734
Net change in cash,2595826,2595826,2421238,-2068064,-1867651
Cash at beginning of period,43049328,43049328,17887997,22120777,26308358
Cash at end of period,45645153,45645153,31703157,20052713,24440707
Operating Cash Flow,19965542,19965542,29821340,6658774,6195532
Capital Expenditure,-93242739,-93242739,-26375028,-21446662,-26817281
Free Cash Flow,-73277197,-73277197,3446312,-14787888,-20621749
