Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,1084850,1175549,1200633,1171381
Liabilities,,,,
Total Liabilities,964209,1055092,1072403,1037930
Stockholders' Equity,,,,
Common Stock,181,181,180,178
Retained Earnings,190839,190616,192754,191666
Accumulated other comprehensive income,161,210,229,313
Total stockholders' equity,120641,120457,128230,133451
Total liabilities and stockholders' equity,1084850,1175549,1200633,1171381
