Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,37436020,31863088,24002306,22864439
Liabilities,,,,
Total Liabilities,33051832,28512634,21469141,20487283
Stockholders' Equity,,,,
Common Stock,351114,325931,302418,203943
Retained Earnings,443559,299642,216733,172754
Accumulated other comprehensive income,-32214,-69431,-46005,-42093
Total stockholders' equity,4384188,3350454,2533165,2377156
Total liabilities and stockholders' equity,37436020,31863088,24002306,22864439
