Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,56718000,51833000,53931000,38443000,50964000
Depreciation & amortization,18130000,18130000,17512000,18805000,15534000
Change in working capital,-3467000,-3467000,-12450000,-2213000,7900000
Inventory,-5703000,-5703000,-8526000,-2399000,3586000
Other working capital,41943000,41943000,25398000,53604000,32020000
Other non-cash items,1238000,1238000,-1031000,3802000,-496000
Net cash provided by operating activites,67897000,67897000,49593000,69265000,64034000
Investments in property plant and equipment,-25954000,-25954000,-24195000,-15661000,-32014000
Acquisitions net,-,-,-,-,-3367000
Purchases of investments,-,-,-,-,-198000
Sales/Maturities of investments,-,-,-,209000,0
Other investing activites,59795000,59795000,-26450000,-37592000,-499000
Net cash used for investing activites,34409000,34409000,-49008000,-51657000,-34054000
Net change in cash,88346000,88346000,-23370000,3308000,8584000
Cash at beginning of period,176392000,176392000,199762000,196453000,187869000
Cash at end of period,264738000,264738000,176392000,199762000,196453000
Operating Cash Flow,67897000,67897000,49593000,69265000,64034000
Capital Expenditure,-25954000,-25954000,-24195000,-15661000,-32014000
Free Cash Flow,41943000,41943000,25398000,53604000,32020000
