Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1090219,1135735,858485,598672
Depreciation & amortization,-,86449,76357,86004
Change in working capital,-,-815181,-306956,-450288
Inventory,-,-731131,-336848,-2426
Other working capital,-,417364,561578,234173
Other non-cash items,-,71949,27941,47265
Net cash provided by operating activites,-,679256,619402,335114
Investments in property plant and equipment,-,-261892,-57824,-100941
Purchases of investments,-,-75818,-4507,-4369
Sales/Maturities of investments,-,100924,-,-
Other investing activites,-,-3851,-1140,-10822
Net cash used for investing activites,-,-239864,-60280,-116132
Net change in cash,-,262493,421350,126045
Cash at beginning of period,-,1167274,745923,619878
Cash at end of period,-,1429767,1167274,745923
Operating Cash Flow,-,679256,619402,335114
Capital Expenditure,-,-261892,-57824,-100941
Free Cash Flow,-,417364,561578,234173
