Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,11314000,9700000,10292000,2961000,-5413000
Depreciation & amortization,1847000,1847000,1553000,1570000,2342000
Change in working capital,-5035000,-5035000,-4802000,-1180000,565000
Inventory,-3699000,-3699000,-3647000,513000,2170000
Other working capital,1107000,1107000,10489000,2354000,-2744000
Other non-cash items,-274000,-274000,542000,190000,218000
Net cash provided by operating activites,4792000,4792000,12633000,3876000,2370000
Investments in property plant and equipment,-3685000,-3685000,-2144000,-1522000,-5114000
Acquisitions net,-,-,-,0,-1475000
Purchases of investments,-6000,-6000,-7000,-8000,-7000
Sales/Maturities of investments,-,-,75000,0,96000
Other investing activites,-2000,-2000,25000,32000,339000
Net cash used for investing activites,-3693000,-3693000,-2051000,-1498000,-6136000
Net change in cash,-1895000,-1895000,8160000,1033000,-276000
Cash at beginning of period,19602000,19602000,11441000,10408000,10685000
Cash at end of period,17707000,17707000,19602000,11441000,10408000
Operating Cash Flow,4792000,4792000,12633000,3876000,2370000
Capital Expenditure,-3685000,-3685000,-2144000,-1522000,-5114000
Free Cash Flow,1107000,1107000,10489000,2354000,-2744000
