Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,3057,3057,31720,23111,38472
Income Before Tax,378.353,378.353,28894,20317,35928
Income Tax Expense,-1234,-1234,7294,4726,9771
Income from Continuing Operations,1612,1612,21600,15591,26157
Net Income,1612,1612,21600,15591,26157
Net Income available to common shareholders,1612,1612,21600,15591,26157
Basic EPS,-,0.01,0.12,0.09,0.15
Diluted EPS,-,0.01,0.12,0.09,0.15
Basic Average Shares,-,189563,186560,180526,170746
Diluted Average Shares,-,189563,186560,180526,170746
