Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3025000,6124000,4526000,4505000
Depreciation & amortization,-,11033000,10773000,10700000
Change in working capital,-,-4188000,-394000,-852000
Inventory,-,264000,-1088000,540000
Other working capital,-,11421000,13767000,14395000
Other non-cash items,-,-2645000,-2068000,-896000
Net cash provided by operating activites,-,11421000,13767000,14395000
Purchases of investments,-,-1308000,-1000,-1000
Other investing activites,-,-17147000,-11402000,-16477000
Net cash used for investing activites,-,-18429000,-11145000,-16431000
Net change in cash,-,-8274000,14756000,-6138000
Cash at beginning of period,-,43537000,28680000,34819000
Cash at end of period,-,35263000,43537000,28680000
Operating Cash Flow,-,11421000,13767000,14395000
Free Cash Flow,-,11421000,13767000,14395000
