Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,37885361,32218329,32051658,29372109
Liabilities,,,,
Total Liabilities,25625213,21986942,22011645,20266537
Stockholders' Equity,,,,
Common Stock,780638,780634,1362793,1874441
Retained Earnings,11021006,9426299,8562889,7996701
Accumulated other comprehensive income,212091,-178720,118044,-114541
Total stockholders' equity,11497371,9439827,9196602,8253718
Total liabilities and stockholders' equity,37885361,32218329,32051658,29372109
