Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,5657,9460,15.978,684.409
Liabilities,,,,
Total Liabilities,902.674,2605,70,3525
Stockholders' Equity,,,,
Common Stock,27888,27663,20151,19700
Retained Earnings,-23134,-20808,-20205,-22541
Total stockholders' equity,4754,6856,-54.022,-2841
Total liabilities and stockholders' equity,5657,9460,15.978,684.409
