Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017
Total Revenue,8428,8428,2400,-
Interest Expense,7047,7047,1491,-
Income Before Tax,4841,4841,-1608,-
Income from Continuing Operations,4841,4841,-1608,-
Net Income,4841,4841,-1608,-
Net Income available to common shareholders,4841,4841,-1608,-
Basic EPS,-,-,-0.51,0.00
Diluted EPS,-,-,-0.51,0.00
Basic Average Shares,-,-,3124,-
Diluted Average Shares,-,-,3124,-
