Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Revenue,-4455,-4455,-6742,11760,41153
Interest Expense,4321,4321,6184,5958,3662
Income Before Tax,-20566,-20566,-7402,7896,37408
Income Tax Expense,-7074,-7074,-528.019,830.371,8367
Income from Continuing Operations,-13491,-13491,-6874,7065,29041
Net Income,-13491,-13491,-6874,7065,29041
Net Income available to common shareholders,-13491,-13491,-6874,7065,29041
Basic EPS,-,-0.06,-0.03,0.03,0.11
Diluted EPS,-,-0.06,-0.03,0.03,0.11
Basic Average Shares,-,242397,271628,271069,264531
Diluted Average Shares,-,242397,271628,271069,264531
