Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,83561000,78677000,131153000,136589000
Depreciation & amortization,72181000,52498000,44404000,38046000
Change in working capital,-15345000,56313000,-83764000,-52423000
Other working capital,24642000,64908000,-12165000,70305000
Other non-cash items,-,-,-,13006000
Net cash provided by operating activites,109691000,149957000,75457000,127023000
Investments in property plant and equipment,-,-85049000,-87622000,-56718000
Acquisitions net,-,-,-,-1909000
Purchases of investments,-353994000,-362435000,-56800000,-10137000
Sales/Maturities of investments,271995000,226094000,14969000,-
Other investing activites,-5148000,-7156000,4116000,4372000
Net cash used for investing activites,-527297000,-212193000,232556000,-57047000
Net change in cash,181649000,-321540000,325257000,93902000
Cash at beginning of period,548324000,868325000,543067000,449164000
Cash at end of period,730170000,546784000,868325000,543067000
Operating Cash Flow,109691000,149957000,75457000,127023000
Capital Expenditure,-,-85049000,-87622000,-56718000
Free Cash Flow,24642000,64908000,-12165000,70305000
