Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-578.183,-62.619,-,-49.056,-224.273
Purchases of investments,-,-,-,-,0.033
Sales/Maturities of investments,-,-,-,-,0.033
Other investing activites,-,-,-,27.207,-
Net cash used for investing activites,-578.183,-62.619,-,-21.849,-224.24
Debt repayment,-,-,-100,-,-
Common stock issued,-,-,512.05,15.7,11.35
Common stock repurchased,-,-21.363,-5.251,-0.25,-4.8
Net cash used privided by (used for) financing activities,-,-21.363,502.87,165.45,400.925
Net change in cash,-500.801,285.095,180.807,-27.791,-89.058
Cash at beginning of period,674.382,222.856,43.075,74.511,166.306
Cash at end of period,173.581,502.418,222.856,43.075,74.511
Capital Expenditure,-578.183,-62.619,-,-49.056,-224.273
Free Cash Flow,-786.475,306.458,-322.063,-220.448,-490.016
