Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,8095000,9729000,8770000,9255000
Depreciation & amortization,-,1799000,1864000,1963000
Change in working capital,-,82660000,-104763000,131616000
Other working capital,-,88898000,-112220000,133487000
Other non-cash items,-,-34256000,-48041000,-31325000
Net cash provided by operating activites,-,91319000,-109994000,135360000
Investments in property plant and equipment,-,-2421000,-2226000,-1873000
Purchases of investments,-,-134385000,-185111000,-157045000
Sales/Maturities of investments,-,156707000,260470000,151381000
Other investing activites,-,-1000,-2000,1000
Net cash used for investing activites,-,20919000,73539000,-7475000
Net change in cash,-,90685000,-38016000,124805000
Cash at beginning of period,-,263766000,301783000,176977000
Cash at end of period,-,354452000,263766000,301783000
Operating Cash Flow,-,91319000,-109994000,135360000
Capital Expenditure,-,-2421000,-2226000,-1873000
Free Cash Flow,-,88898000,-112220000,133487000
