Breakdown,ttm,8/31/2019,8/31/2018,8/31/2017,8/31/2016
Net Income,778000,958000,657024,2042831,944064
Depreciation & amortization,695000,667000,643639,628247,509034
Change in working capital,203000,358000,-260606,299906,-251268
Inventory,-12000,-25000,-65079,15286,-15419
Other working capital,1289000,2211000,163728,2914596,677955
Other non-cash items,-14000,-13000,-11793,-42293,352676
Net cash provided by operating activites,1633000,2505000,405031,3088646,937179
Investments in property plant and equipment,-344000,-294000,-241303,-174050,-259224
Acquisitions net,-,-227000,-519275,-,-1528961
Purchases of investments,-575000,-412000,-449360,-335538,-437821
Sales/Maturities of investments,300000,200000,500000,505997,740000
Other investing activites,-44000,387000,225236,-160095,1585971
Net cash used for investing activites,-644000,-347000,-505448,1136314,115377
Net change in cash,209000,1328000,-1189330,3116722,-1434375
Cash at beginning of period,7552000,6116000,7306082,4189359,5623734
Cash at end of period,7761000,7445000,6116751,7306082,4189359
Operating Cash Flow,1633000,2505000,405031,3088646,937179
Capital Expenditure,-344000,-294000,-241303,-174050,-259224
Free Cash Flow,1289000,2211000,163728,2914596,677955
