Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-214731,-107394,49806,67210
Depreciation & amortization,-,1031690,975356,809776
Change in working capital,-,98072,-697973,-93245
Inventory,-,-501083,-310428,-200730
Other working capital,-,-2522379,-1227041,-367178
Other non-cash items,-,287114,24907,-65897
Net cash provided by operating activites,-,1278739,311442,773676
Investments in property plant and equipment,-,-3801118,-1538483,-1140854
Acquisitions net,-,-,-,-288791
Purchases of investments,-,-557089,-216768,-213080
Sales/Maturities of investments,-,671821,230357,333993
Other investing activites,-,-5454,13211,1589
Net cash used for investing activites,-,-3589058,-1496364,-1302153
Net change in cash,-,-668916,271426,591775
Cash at beginning of period,-,3533199,3261773,2669998
Cash at end of period,-,2864283,3533199,3261773
Operating Cash Flow,-,1278739,311442,773676
Capital Expenditure,-,-3801118,-1538483,-1140854
Free Cash Flow,-,-2522379,-1227041,-367178
