Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1639308,1636927,1295638,1306799
Liabilities,,,,
Total Liabilities,1411260,1417942,1145367,1163855
Stockholders' Equity,,,,
Common Stock,141791,141170,76977,76490
Retained Earnings,104431,94547,87301,80736
Accumulated other comprehensive income,673,-4719,-2342,-2617
Total stockholders' equity,228048,218985,150271,142944
Total liabilities and stockholders' equity,1639308,1636927,1295638,1306799
