Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,880014,830300,780450,633119
Liabilities,,,,
Total Liabilities,785233,749356,704746,560561
Stockholders' Equity,,,,
Common Stock,3761,3761,3761,3761
Retained Earnings,80629,71670,64994,62717
Accumulated other comprehensive income,2872,-1764,-124,-866
Total stockholders' equity,94781,80944,75704,72558
Total liabilities and stockholders' equity,880014,830300,780450,633119
