Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4537000,5360000,4985000,7289000
Depreciation & amortization,-,5622000,5584000,6026000
Change in working capital,-,2559000,-104000,1566000
Inventory,-,4135000,-891000,1744000
Other working capital,-,6613000,7690000,5922000
Other non-cash items,-,3000,359000,-364000
Net cash provided by operating activites,-,13465000,12444000,12079000
Investments in property plant and equipment,-,-6852000,-4754000,-6157000
Acquisitions net,-,-,-375000,-
Purchases of investments,-,-545000,-557000,-328000
Sales/Maturities of investments,-,1002000,163000,310000
Other investing activites,-,256000,407000,417000
Net cash used for investing activites,-,-6077000,-4893000,-6070000
Net change in cash,-,3339000,4224000,-287000
Cash at beginning of period,-,29911000,25686000,25973000
Cash at end of period,-,33514000,29911000,25686000
Operating Cash Flow,-,13465000,12444000,12079000
Capital Expenditure,-,-6852000,-4754000,-6157000
Free Cash Flow,-,6613000,7690000,5922000
