Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1378527685,1305543714,1224353440,1192029656
Liabilities,,,,
Total Liabilities,1242984111,1180867594,1106659736,1086550449
Stockholders' Equity,,,,
Common Stock,75100000,67100000,59100000,51100000
Retained Earnings,475606,2035198,7338990,4907381
Accumulated other comprehensive income,59893878,55510275,51334859,49665081
Total stockholders' equity,135099466,124275455,117403831,105302444
Total liabilities and stockholders' equity,1378527685,1305543714,1224353440,1192029656
