Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3398734,2867722,2738850,2404013
Liabilities,,,,
Total Liabilities,2913341,2403582,2375572,2079200
Stockholders' Equity,,,,
Common Stock,2818,2760,2566,2535
Retained Earnings,241851,232059,190402,156545
Total stockholders' equity,485393,464140,363278,324813
Total liabilities and stockholders' equity,3398734,2867722,2738850,2404013
