Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,77328,-72523,-61878,339276
Depreciation & amortization,-,198629,181595,192143
Change in working capital,-,-81230,-430818,196386
Inventory,-,-155755,-755760,2783
Other working capital,-,-203997,-626003,591898
Other non-cash items,-,5367,10827,-10733
Net cash provided by operating activites,-,172790,-350246,673300
Investments in property plant and equipment,-,-376787,-275757,-81402
Purchases of investments,-,-2210,-1441,-1339
Sales/Maturities of investments,-,-,366714,-
Other investing activites,-,-,-12,178
Net cash used for investing activites,-,-352682,76429,-163908
Net change in cash,-,-204949,-227166,278284
Cash at beginning of period,-,2339344,2566511,2288226
Cash at end of period,-,2134395,2339344,2566511
Operating Cash Flow,-,172790,-350246,673300
Capital Expenditure,-,-376787,-275757,-81402
Free Cash Flow,-,-203997,-626003,591898
