Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1171184,1160680,1167655,1153780
Liabilities,,,,
Total Liabilities,1072570,1062703,1072553,1058385
Stockholders' Equity,,,,
Common Stock,267,266,266,265
Retained Earnings,51759,46733,40312,36001
Accumulated other comprehensive income,-16171,-14225,-12950,-11577
Total stockholders' equity,98614,97977,95102,95395
Total liabilities and stockholders' equity,1171184,1160680,1167655,1153780
