Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,367580,1006306,609518,989192
Depreciation & amortization,-,1103610,1048821,1075425
Change in working capital,-,-396333,57820,246106
Inventory,-,837,-9302,-17170
Other working capital,-,-61011,355660,887480
Other non-cash items,-,42114,22663,11836
Net cash provided by operating activites,-,1529707,1616181,2078571
Investments in property plant and equipment,-,-1590718,-1260521,-1191091
Purchases of investments,-,-14280309,-59740,-234
Sales/Maturities of investments,-,13150000,-,-
Other investing activites,-,-13418,-315905,-1055296
Net cash used for investing activites,-,-2234937,-1439709,-1779091
Net change in cash,-,-1052798,19161,-46260
Cash at beginning of period,-,3627752,3608590,3654851
Cash at end of period,-,2574954,3627752,3608590
Operating Cash Flow,-,1529707,1616181,2078571
Capital Expenditure,-,-1590718,-1260521,-1191091
Free Cash Flow,-,-61011,355660,887480
