Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,197611195000,204255642000,200456304000
Liabilities,,,
Total Liabilities,188109702000,194751942000,191684247000
Stockholders' Equity,,,
Common Stock,5829657000,5826383000,5826149000
Retained Earnings,2740545000,1306141000,918894000
Accumulated other comprehensive income,164021000,1741894000,1521163000
Total stockholders' equity,8726519000,8868421000,8261357000
Total liabilities and stockholders' equity,197611195000,204255642000,200456304000
