Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-215.222,-157.463,-192.018,-302.862,-131.949
Purchases of investments,-,-842.253,-484.31,-77.41,-143.987
Sales/Maturities of investments,-,20,-,170.01,20.642
Other investing activites,-,-,-,829.583,-
Net cash used for investing activites,372.3,-979.716,-676.328,847.258,-255.294
Debt repayment,-,-,-,-109.758,-
Common stock issued,-,1813,728,1707,386.264
Common stock repurchased,51.682,-25.091,-,-100.567,-
Net cash used privided by (used for) financing activities,896.242,1787,728,1497,738.936
Net change in cash,404.907,-357.716,-688.325,1572,-324.558
Cash at beginning of period,291.844,1053,1724,199.231,531.748
Cash at end of period,696.751,693.506,1053,1724,199.231
Capital Expenditure,-215.222,-157.463,-192.018,-302.862,-131.949
Free Cash Flow,-1079,-1323,-932.015,-1075,-940.149
