Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,1194,-462.504,-3366,-1770,-4618
Other investing activites,-,-,-1,-,-
Net cash used for investing activites,1194,-462.504,-3367,-1770,-4618
Debt repayment,-,-,-920.466,-1619,-2009
Common stock issued,-,976.627,-,2076,5590
Common stock repurchased,-,-126.277,-3.677,-261.214,-251.167
Net cash used privided by (used for) financing activities,4031,5217,5438,3976,5385
Net change in cash,18.914,-128.924,-73.8,149.182,-360.212
Cash at beginning of period,124.368,265.155,296.185,95.239,501.025
Cash at end of period,143.282,130.016,265.155,296.185,95.239
Capital Expenditure,1194,-462.504,-3366,-1770,-4618
Free Cash Flow,-4012,-5346,-5511,-3827,-5746
