Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1096172000,1114907000,1092427000
Liabilities,,,
Total Liabilities,1022521000,1041040000,1020460000
Stockholders' Equity,,,
Common Stock,19544000,0,19544000
Retained Earnings,25151000,24518000,23217000
Total stockholders' equity,70713000,71010000,69226000
Total liabilities and stockholders' equity,1096172000,1114907000,1092427000
