Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,545000,627000,2047000,3203000
Depreciation & amortization,-,2611000,2384000,2303000
Change in working capital,-,220000,-282000,468000
Inventory,-,-412000,-453000,-85000
Other working capital,-,1588000,467000,2362000
Other non-cash items,-,120000,32000,2000
Net cash provided by operating activites,-,3010000,3530000,4976000
Investments in property plant and equipment,-,-1422000,-3063000,-2614000
Acquisitions net,-,-152000,-1059000,-
Purchases of investments,-,-6321000,-7010000,-5240000
Sales/Maturities of investments,-,6184000,6000000,4903000
Other investing activites,-,-51000,38000,40000
Net cash used for investing activites,-,-1458000,-4842000,-1588000
Net change in cash,-,256000,200000,855000
Cash at beginning of period,-,4601000,4401000,3546000
Cash at end of period,-,4857000,4601000,4401000
Operating Cash Flow,-,3010000,3530000,4976000
Capital Expenditure,-,-1422000,-3063000,-2614000
Free Cash Flow,-,1588000,467000,2362000
