Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,1395,412.526,159.81,2141
Liabilities,,,,
Total Liabilities,1088,1890,559.144,733.503
Stockholders' Equity,,,,
Common Stock,34739,30379,30379,30379
Retained Earnings,-35251,-32676,-31598,-29791
Accumulated other comprehensive income,819.702,819.702,819.702,819.702
Total stockholders' equity,307.037,-1477,-399.334,1408
Total liabilities and stockholders' equity,1395,412.526,159.81,2141
