Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,21287000,20910000,18280000,17070000
Depreciation & amortization,-,9498000,9225000,8622000
Change in working capital,-,-7135000,-5432000,1584000
Inventory,-,-5345000,-4181000,-631000
Other working capital,-,24271000,26532000,23670000
Other non-cash items,-,633000,4561000,-2001000
Net cash provided by operating activites,-,24271000,26532000,23670000
Acquisitions net,-,-1519000,-495000,-959000
Purchases of investments,-,-1134000,-2328000,-7607000
Sales/Maturities of investments,-,1255000,912000,7482000
Other investing activites,-,-11237000,-10910000,-8233000
Net cash used for investing activites,-,-13677000,-13172000,-8006000
Net change in cash,-,-1285000,-7027000,14774000
Cash at beginning of period,-,49263000,56290000,41516000
Cash at end of period,-,47977000,49263000,56290000
Operating Cash Flow,-,24271000,26532000,23670000
Free Cash Flow,-,24271000,26532000,23670000
