Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,14958207,9849965,8684463,5852801
Liabilities,,,,
Total Liabilities,12618434,8243532,7348445,5180436
Stockholders' Equity,,,,
Common Stock,430,306,283,189
Retained Earnings,393674,296816,184232,117951
Accumulated other comprehensive income,19310,-8305,-487,-1100
Total stockholders' equity,2339773,1606433,1336018,672365
Total liabilities and stockholders' equity,14958207,9849965,8684463,5852801
